S.No,Hour,Car No.,Team,Drivers,Car,Category,Tyres,Laps,Total Time,Pit Stops,Best Lap Number,Best Lap Time,Best Lap Kph,Status
368,6,16,Proton Competition,R. HARDWICK / Z. ROBICHON / J. HEYLEN,Porsche 911 RSR - 19,4,1,28,02:20:57,2,10.0,03:58.7,205.5,1
1270,21,54,AF Corse,T. FLOHR / F. CASTELLACCI / D. RIGON,Ferrari 488 GTE Evo,4,1,267,21:00:59,21,8.0,03:52.1,211.3,1
1152,19,24,Hendrick Motorsports,J. JOHNSON / M. ROCKENFELLER / J. BUTTON,Chevrolet Camaro ZL1,3,2,238,19:02:26,21,210.0,03:50.7,212.6,1
787,13,74,Kessel Racing,K. COZZOLINO / Y. TSUJIKO / N. YOKOMIZO,Ferrari 488 GTE Evo,4,1,153,13:02:11,14,114.0,03:54.8,208.9,1
709,12,35,Alpine Elf Team,A. NEGRAO / O. CALDWELL / M. ROJAS,Oreca 07 - Gibson,2,2,130,12:04:08,15,10.0,03:38.1,225.0,1
475,8,88,Proton Competition,H. TINCKNELL / D. YOUNT / J. RIED,Porsche 911 RSR - 19,4,1,95,08:11:29,7,8.0,03:52.2,211.2,1
136,3,709,Glickenhaus Racing,F. MAILLEUX / N. BERTHON / E. GUTIERREZ,Glickenhaus 007,1,1,39,03:13:57,4,11.0,03:30.6,233.0,1
451,8,28, JOTA,D. HEINEMEIER-HANSSON / O. RASMUSSEN / P. FITTIPALDI,Oreca 07 - Gibson,2,2,99,08:07:18,10,11.0,03:37.3,225.7,1
837,14,25,ORT by TF,A. AL HARTHY / M. DINAN / C. EASTWOOD,Aston Martin Vantage AMR,4,1,172,14:05:44,16,29.0,03:52.8,210.7,1
267,5,9,Prema Racing,B. VISCAAL / J. CORREA / F. UGRAN,Oreca 07 - Gibson,2,2,58,05:07:37,6,10.0,03:37.8,225.2,1
421,7,77,Dempsey - Proton Racing,C. RIED / M. PEDERSEN / J. ANDLAUER,Porsche 911 RSR - 19,4,1,79,07:05:25,8,48.0,03:56.4,207.5,1
241,4,43,DKR Engineering,T. VAN ROMPUY / U. DE WILDE / M. MARTIN,Oreca 07 - Gibson,2,2,33,04:05:03,4,13.0,03:38.4,224.6,1
1331,22,56,Project 1 - AO,P. HYETT / G. JEANNETTE / M. CAIROLI,Porsche 911 RSR - 19,4,1,283,22:04:05,23,11.0,03:51.4,211.9,1
725,12,777,D'Station Racing,S. HOSHINO / C. STEVENSON / T. FUJII,Aston Martin Vantage AMR,4,1,124,12:02:12,12,9.0,03:55.1,208.6,1
320,6,6,Porsche Penske Motorsport,K. ESTRE / A. LOTTERER / L. VANTHOOR,Porsche 963,1,1,74,06:04:16,7,9.0,03:30.0,233.6,1
626,11,3,Cadillac Racing,S. BOURDAIS / R. VAN DER ZANDE / S. DIXON,Cadillac V-Series.R,1,1,138,11:03:13,13,12.0,03:28.3,235.5,1
732,12,63,Prema Racing,D. PIN / D. KVYAT / M. BORTOLOTTI,Oreca 07 - Gibson,2,2,113,09:35:29,11,65.0,03:39.3,223.7,2
961,16,33,Corvette Racing,N. CATSBURG / B. KEATING / N. VARRONE,Chevrolet Corvette C8.R,4,1,199,16:04:57,15,8.0,03:51.3,212.1,1
1007,17,48,IDEC Sport,P. LAFARGUE / P. CHATIN / L. HÖRR,Oreca 07 - Gibson,2,2,223,17:06:13,21,11.0,03:37.1,225.9,1
1243,21,3,Cadillac Racing,S. BOURDAIS / R. VAN DER ZANDE / S. DIXON,Cadillac V-Series.R,1,1,291,21:00:52,26,12.0,03:28.3,235.5,1
513,9,63,Prema Racing,D. PIN / D. KVYAT / M. BORTOLOTTI,Oreca 07 - Gibson,2,2,107,09:05:17,10,65.0,03:39.3,223.7,1
1433,24,93,Peugeot TotalEnergies,P. DI RESTA / M. JENSEN / J. VERGNE,Peugeot 9X8,1,1,330,00:00:25,31,290.0,03:28.8,234.9,1
1160,19,88,Proton Competition,H. TINCKNELL / D. YOUNT / J. RIED,Porsche 911 RSR - 19,4,1,170,13:57:05,13,147.0,03:51.8,211.6,2
764,13,10,Vector Sport,R. CULLEN / G. AUBRY / M. KAISER,Oreca 07 - Gibson,2,2,163,13:05:25,16,11.0,03:37.7,225.3,1
562,10,51,Ferrari AF Corse,A. PIER GUIDI / J. CALADO / A. GIOVINAZZI,Ferrari 499P,1,1,123,10:01:32,12,12.0,03:29.1,234.6,1
825,14,28,JOTA,D. HEINEMEIER-HANSSON / O. RASMUSSEN / P. FITTIPALDI,Oreca 07 - Gibson,2,2,178,14:04:52,17,11.0,03:37.3,225.7,1
362,6,32,Inter Europol Competition,M. KVAMME / J. MAGNUSSEN / A. FJORDBACH,Oreca 07 - Gibson,2,2,59,06:02:55,6,57.0,03:39.4,223.6,1
446,8,709,Glickenhaus Racing,F. MAILLEUX / N. BERTHON / E. GUTIERREZ,Glickenhaus 007,1,1,101,08:11:24,11,11.0,03:30.6,233.0,1
1336,22,9,Prema Racing,B. VISCAAL / J. CORREA / F. UGRAN,Oreca 07 - Gibson,2,2,279,22:03:14,28,10.0,03:37.8,225.2,1
954,16,22,United Autosports,P. HANSON / F. ALBUQUERQUE / F. LUBIN,Oreca 07 - Gibson,2,2,203,16:04:40,22,11.0,03:37.8,225.2,1
1030,17,98,Northwest AMR,I. JAMES / D. MANCINELLI / A. RIBERAS,Aston Martin Vantage AMR,4,1,212,17:04:28,17,138.0,03:54.5,209.2,1
826,14,10,Vector Sport,R. CULLEN / G. AUBRY / M. KAISER,Oreca 07 - Gibson,2,2,178,14:05:24,17,11.0,03:37.7,225.3,1
519,9,36,Alpine Elf Team,M. VAXIVIERE / C. MILESI / J. CANAL,Oreca 07 - Gibson,2,2,106,09:04:59,13,10.0,03:37.4,225.6,1
572,10,37,COOL Racing,N. LAPIERRE / A. COIGNY / M. JAKOBSEN,Oreca 07 - Gibson,2,2,118,10:02:44,14,54.0,03:39.0,224.0,1
686,12,2,Cadillac Racing,E. BAMBER / A. LYNN / R. WESTBROOK,Cadillac V-Series.R,1,1,139,12:01:53,12,56.0,03:29.9,233.7,1
135,3,5,Porsche Penske Motorsport,D. CAMERON / M. CHRISTENSEN / F. MAKOWIECKI,Porsche 963,1,1,39,03:10:00,3,9.0,03:30.1,233.5,1
101,2,85,Iron Dames,S. BOVY / M. GATTING / R. FREY,Porsche 911 RSR - 19,4,1,24,02:01:00,2,10.0,03:54.9,208.9,1
862,14,83,Richard Mille AF Corse,L. PEREZ COMPANC / A. ROVERA / L. WADOUX,Ferrari 488 GTE Evo,4,1,33,02:46:33,3,8.0,03:52.5,211.0,2
1123,19,50,Ferrari AF Corse,A. FUOCO / M. MOLINA / N. NIELSEN,Ferrari 499P,1,1,256,19:01:28,25,239.0,03:27.4,236.5,1
449,8,41,Team WRT,R. ANDRADE / L. DELATRAZ / R. KUBICA,Oreca 07 - Gibson,2,2,100,08:10:22,10,11.0,03:36.4,226.7,1
1039,17,47,COOL Racing,DE GARUS / V. LOMKO / S. PAGENAUD,Oreca 07 - Gibson,2,2,158,12:41:04,16,10.0,03:37.3,225.7,2
482,8,9,Prema Racing,B. VISCAAL / J. CORREA / F. UGRAN,Oreca 07 - Gibson,2,2,90,08:06:55,11,10.0,03:37.8,225.2,1
1286,21,47,COOL Racing,DE GARUS / V. LOMKO / S. PAGENAUD,Oreca 07 - Gibson,2,2,158,12:41:04,16,10.0,03:37.3,225.7,2
1249,21,94,Peugeot TotalEnergies,L. DUVAL / G. MENEZES / N. MÜLLER,Peugeot 9X8,1,1,281,20:53:50,27,275.0,03:28.4,235.3,1
415,7,777,D'Station Racing,S. HOSHINO / C. STEVENSON / T. FUJII,Aston Martin Vantage AMR,4,1,81,07:03:47,8,9.0,03:55.1,208.6,1
1162,19,777,D'Station Racing,S. HOSHINO / C. STEVENSON / T. FUJII,Aston Martin Vantage AMR,4,1,163,13:41:59,14,149.0,03:54.7,209.0,2
1345,22,88,Proton Competition,H. TINCKNELL / D. YOUNT / J. RIED,Porsche 911 RSR - 19,4,1,170,13:57:05,13,147.0,03:51.8,211.6,2
471,8,98,Northwest AMR,I. JAMES / D. MANCINELLI / A. RIBERAS,Aston Martin Vantage AMR,4,1,95,08:07:30,8,26.0,03:55.4,208.3,1
1241,21,8,Toyota Gazoo Racing,S. BUEMI / B. HARTLEY / R. HIRAKAWA,Toyota GR010 HYBRID,1,1,293,21:00:22,26,285.0,03:28.0,235.8,1
387,7,38,Hertz Team JOTA,A. DA COSTA / W. STEVENS / Y. YE,Porsche 963,1,1,85,07:02:53,9,56.0,03:29.0,234.7,1
861,14,72,TF Sport,A. ROBIN / M. ROBIN / V. HASSE-CLOT,Aston Martin Vantage AMR,4,1,58,05:15:31,5,14.0,03:55.0,208.7,2
338,6,37,COOL Racing,N. LAPIERRE / A. COIGNY / M. JAKOBSEN,Oreca 07 - Gibson,2,2,71,06:02:56,8,54.0,03:39.0,224.0,1
1011,17,28,JOTA,D. HEINEMEIER-HANSSON / O. RASMUSSEN / P. FITTIPALDI,Oreca 07 - Gibson,2,2,221,17:02:52,21,11.0,03:37.3,225.7,1
1046,17,75,Porsche Penske Motorsport,F. NASR / M. JAMINET / N. TANDY,Porsche 963,1,1,84,06:44:44,7,12.0,03:29.9,233.7,2
974,16,88,Proton Competition,H. TINCKNELL / D. YOUNT / J. RIED,Porsche 911 RSR - 19,4,1,170,13:57:05,13,147.0,03:51.8,211.6,2
761,13,36,Alpine Elf Team,M. VAXIVIERE / C. MILESI / J. CANAL,Oreca 07 - Gibson,2,2,163,13:04:05,19,10.0,03:37.4,225.6,1
369,6,55,GMB Motorsport,G. BIRCH / M. SARENSEN/ J. MALLER,Aston Martin Vantage AMR,4,1,21,01:45:27,2,17.0,03:56.2,207.7,1
885,15,36,Alpine Elf Team,M. VAXIVIERE / C. MILESI / J. CANAL,Oreca 07 - Gibson,2,2,191,15:03:23,21,10.0,03:37.4,225.6,1
166,3,57,Kessel Racing,T. KIMURA / S. HUFFAKER / D. SERRA,Ferrari 488 GTE Evo,4,1,36,03:10:16,3,8.0,03:52.5,211.0,1
157,3,31,Team WRT,S. GELAEL / F. HABSBURG / R. FRIJNS,Oreca 07 - Gibson,2,2,37,03:10:13,5,13.0,03:39.4,223.6,1
906,15,311,Action Express Racing,L. DERANI / A. SIMS / J. AITKEN,Cadillac V-Series.R,1,1,183,15:03:46,17,54.0,03:30.6,232.9,1
110,2,60,Iron Lynx,C. SCHIAVONI / M. CRESSONI / A. PICARIELLO,Porsche 911 RSR - 19,4,1,24,02:02:25,2,8.0,03:51.4,212.0,1
1071,18,48,IDEC Sport,P. LAFARGUE / P. CHATIN / L. HÖRR,Oreca 07 - Gibson,2,2,236,18:01:42,23,11.0,03:37.1,225.9,1
925,15,60,Iron Lynx,C. SCHIAVONI / M. CRESSONI / A. PICARIELLO,Porsche 911 RSR - 19,4,1,28,02:20:55,2,8.0,03:51.4,212.0,2
467,8,54,AF Corse,T. FLOHR / F. CASTELLACCI / D. RIGON,Ferrari 488 GTE Evo,4,1,96,08:09:41,9,8.0,03:52.1,211.3,1
955,16,38,Hertz Team JOTA,A. DA COSTA / W. STEVENS / Y. YE,Porsche 963,1,1,203,16:05:35,19,56.0,03:29.0,234.7,1
705,12,80,AF Corse,F. PERRODO / B. BARNICOAT / N. NATO,Oreca 07 - Gibson,2,2,131,12:02:38,14,130.0,03:40.2,222.8,1
1292,21,923,Racing Team Turkey,S. YOLUC / T. GAMBLE / D. VANTHOOR,Oreca 07 - Gibson,2,2,87,07:50:02,10,9.0,03:37.6,225.4,2
1161,19,4,Floyd Vanwall Racing Team,T. DILLMANN / E. GUERRIERI / T. VAUTIER,Vanwall Vandervell 680,1,1,165,15:11:45,19,125.0,03:32.6,230.7,2
617,10,55,GMB Motorsport,G. BIRCH / M. SARENSEN/ J. MALLER,Aston Martin Vantage AMR,4,1,21,01:45:27,2,17.0,03:56.2,207.7,2
768,13,22,United Autosports,P. HANSON / F. ALBUQUERQUE / F. LUBIN,Oreca 07 - Gibson,2,2,159,13:03:03,18,11.0,03:37.8,225.2,1
802,13,16,Proton Competition,R. HARDWICK / Z. ROBICHON / J. HEYLEN,Porsche 911 RSR - 19,4,1,28,02:20:57,2,10.0,03:58.7,205.5,2
679,11,55,GMB Motorsport,G. BIRCH / M. SARENSEN/ J. MALLER,Aston Martin Vantage AMR,4,1,21,01:45:27,2,17.0,03:56.2,207.7,2
1041,17,32,Inter Europol Competition,M. KVAMME / J. MAGNUSSEN / A. FJORDBACH,Oreca 07 - Gibson,2,2,117,11:07:56,15,57.0,03:39.4,223.6,2
1151,19,98,Northwest AMR,I. JAMES / D. MANCINELLI / A. RIBERAS,Aston Martin Vantage AMR,4,1,238,19:02:19,19,225.0,03:53.4,210.1,1
1480,24,72,TF Sport,A. ROBIN / M. ROBIN / V. HASSE-CLOT,Aston Martin Vantage AMR,4,1,58,05:15:31,5,14.0,03:55.0,208.7,2
1047,17,72,TF Sport,A. ROBIN / M. ROBIN / V. HASSE-CLOT,Aston Martin Vantage AMR,4,1,58,05:15:31,5,14.0,03:55.0,208.7,2
594,10,86,GR Racing,M. WAINWRIGHT / B. BARKER / R. PERA,Porsche 911 RSR - 19,4,1,114,10:02:59,10,10.0,03:52.2,211.2,1
1391,23,25,ORT by TF,A. AL HARTHY / M. DINAN / C. EASTWOOD,Aston Martin Vantage AMR,4,1,298,23:03:09,24,242.0,03:51.5,211.9,1
664,11,9,Prema Racing,B. VISCAAL / J. CORREA / F. UGRAN,Oreca 07 - Gibson,2,2,124,11:03:30,14,10.0,03:37.8,225.2,1
80,2,23,United Autosports,J. PIERSON / T. BLOMQVIST / O. JARVIS,Oreca 07 - Gibson,2,2,25,02:01:02,2,10.0,03:37.7,225.3,1
1401,23,39,Graff Racing,R. LACORTE / G. VAN DER GARDE / P. PILET,Oreca 07 - Gibson,2,2,289,23:05:49,30,233.0,03:37.3,225.7,1
598,10,88,Proton Competition,H. TINCKNELL / D. YOUNT / J. RIED,Porsche 911 RSR - 19,4,1,113,10:00:59,9,8.0,03:52.2,211.2,1
578,10,36,Alpine Elf Team,M. VAXIVIERE / C. MILESI / J. CANAL,Oreca 07 - Gibson,2,2,117,10:01:46,15,10.0,03:37.4,225.6,1
834,14,85,Iron Dames,S. BOVY / M. GATTING / R. FREY,Porsche 911 RSR - 19,4,1,172,14:04:24,13,10.0,03:54.9,208.9,1
201,4,36,Alpine Elf Team,M. VAXIVIERE / C. MILESI / J. CANAL,Oreca 07 - Gibson,2,2,45,04:04:29,5,10.0,03:37.4,225.6,1
535,9,88,Proton Competition,H. TINCKNELL / D. YOUNT / J. RIED,Porsche 911 RSR - 19,4,1,103,09:06:15,8,8.0,03:52.2,211.2,1
1168,19,66,JMW Motorsport,T. NEUBAUER / L. PRETTE / G. PETROBELLI,Ferrari 488 GTE Evo,4,1,89,07:58:43,8,8.0,03:53.1,210.5,2
876,15,708,Glickenhaus Racing,R. DUMAS / R. BRISCOE / O. PLA,Glickenhaus 007,1,1,197,15:04:00,19,29.0,03:30.1,233.5,1
1450,24,65,Panis Racing,M. MALDONADO / T. VAN DER HELM / J. VAN UITERT,Oreca 07 - Gibson,2,2,316,00:02:57,30,286.0,03:37.5,225.5,1
1171,19,72,TF Sport,A. ROBIN / M. ROBIN / V. HASSE-CLOT,Aston Martin Vantage AMR,4,1,58,05:15:31,5,14.0,03:55.0,208.7,2
1423,23,21,AF Corse,S. MANN / J. PIGUET / U. DE PAUW,Ferrari 488 GTE Evo,4,1,21,01:45:28,2,11.0,03:54.8,208.9,2
523,9,23,United Autosports,J. PIERSON / T. BLOMQVIST / O. JARVIS,Oreca 07 - Gibson,2,2,105,09:05:31,12,10.0,03:37.7,225.3,1
1170,19,75,Porsche Penske Motorsport,F. NASR / M. JAMINET / N. TANDY,Porsche 963,1,1,84,06:44:44,7,12.0,03:29.9,233.7,2
882,15,48,IDEC Sport,P. LAFARGUE / P. CHATIN / L. HÖRR,Oreca 07 - Gibson,2,2,191,15:01:30,18,11.0,03:37.1,225.9,1
937,16,708,Glickenhaus Racing,R. DUMAS / R. BRISCOE / O. PLA,Glickenhaus 007,1,1,214,16:06:26,20,29.0,03:30.1,233.5,1
81,2,10,Vector Sport,R. CULLEN / G. AUBRY / M. KAISER,Oreca 07 - Gibson,2,2,25,02:01:14,2,11.0,03:37.7,225.3,1
283,5,911,Proton Competition,M. FASSBENDER / M. RUMP / R. LIETZ,Porsche 911 RSR - 19,4,1,56,05:07:15,5,16.0,03:53.1,210.5,1
1119,19,2,Cadillac Racing,E. BAMBER / A. LYNN / R. WESTBROOK,Cadillac V-Series.R,1,1,262,19:04:51,22,262.0,03:28.8,235.0,1
833,14,57,Kessel Racing,T. KIMURA / S. HUFFAKER / D. SERRA,Ferrari 488 GTE Evo,4,1,172,14:01:45,14,8.0,03:52.5,211.0,1
96,2,923,Racing Team Turkey,S. YOLUC / T. GAMBLE / D. VANTHOOR,Oreca 07 - Gibson,2,2,25,02:03:43,2,9.0,03:37.6,225.4,1
1351,22,63,Prema Racing,D. PIN / D. KVYAT / M. BORTOLOTTI,Oreca 07 - Gibson,2,2,113,09:35:29,11,65.0,03:39.3,223.7,2
688,12,3,Cadillac Racing,S. BOURDAIS / R. VAN DER ZANDE / S. DIXON,Cadillac V-Series.R,1,1,138,12:02:20,13,12.0,03:28.3,235.5,1
130,3,2,Cadillac Racing,E. BAMBER / A. LYNN / R. WESTBROOK,Cadillac V-Series.R,1,1,39,03:06:56,3,10.0,03:30.2,233.4,1
711,12,54,AF Corse,T. FLOHR / F. CASTELLACCI / D. RIGON,Ferrari 488 GTE Evo,4,1,129,12:02:54,12,8.0,03:52.1,211.3,1
24,1,39,Graff Racing,R. LACORTE / G. VAN DER GARDE / P. PILET,Oreca 07 - Gibson,2,2,12,01:02:35,1,11.0,03:39.0,224.0,1
454,8,30,Duqueine Team,N. JANI / R. BINDER / N. PINO,Oreca 07 - Gibson,2,2,99,08:07:43,13,11.0,03:39.0,223.9,1
652,11,911,Proton Competition,M. FASSBENDER / M. RUMP / R. LIETZ,Porsche 911 RSR - 19,4,1,129,11:06:44,11,16.0,03:53.1,210.5,1
249,5,75,Porsche Penske Motorsport,F. NASR / M. JAMINET / N. TANDY,Porsche 963,1,1,60,05:04:08,4,12.0,03:29.9,233.7,1
1482,24,60,Iron Lynx,C. SCHIAVONI / M. CRESSONI / A. PICARIELLO,Porsche 911 RSR - 19,4,1,28,02:20:55,2,8.0,03:51.4,212.0,2
1225,20,47,COOL Racing,DE GARUS / V. LOMKO / S. PAGENAUD,Oreca 07 - Gibson,2,2,158,12:41:04,16,10.0,03:37.3,225.7,2
554,9,16,Proton Competition,R. HARDWICK / Z. ROBICHON / J. HEYLEN,Porsche 911 RSR - 19,4,1,28,02:20:57,2,10.0,03:58.7,205.5,2
1366,23,2,Cadillac Racing,E. BAMBER / A. LYNN / R. WESTBROOK,Cadillac V-Series.R,1,1,326,23:06:21,28,263.0,03:28.0,235.9,1
352,6,57,Kessel Racing,T. KIMURA / S. HUFFAKER / D. SERRA,Ferrari 488 GTE Evo,4,1,69,06:05:13,7,8.0,03:52.5,211.0,1
332,6,48,IDEC Sport,P. LAFARGUE / P. CHATIN / L. HARR,Oreca 07 - Gibson,2,2,72,06:04:51,8,11.0,03:37.1,225.9,1
855,14,77,Dempsey - Proton Racing,C. RIED / M. PEDERSEN / J. ANDLAUER,Porsche 911 RSR - 19,4,1,118,10:31:04,14,89.0,03:55.1,208.7,2
303,5,311,Action Express Racing,L. DERANI / A. SIMS / J. AITKEN,Cadillac V-Series.R,1,1,44,05:07:05,4,41.0,03:31.5,232.0,1
856,14,63,Prema Racing,D. PIN / D. KVYAT / M. BORTOLOTTI,Oreca 07 - Gibson,2,2,113,09:35:29,11,65.0,03:39.3,223.7,2
509,9,41,Team WRT,R. ANDRADE / L. DELATRAZ / R. KUBICA,Oreca 07 - Gibson,2,2,107,09:04:56,11,11.0,03:36.4,226.7,1
699,12,48,IDEC Sport,P. LAFARGUE / P. CHATIN / L. HÖRR,Oreca 07 - Gibson,2,2,133,12:05:13,12,11.0,03:37.1,225.9,1
1477,24,66,JMW Motorsport,T. NEUBAUER / L. PRETTE / G. PETROBELLI,Ferrari 488 GTE Evo,4,1,89,07:58:43,8,8.0,03:53.1,210.5,2
869,15,8,Toyota Gazoo Racing,S. BUEMI / B. HARTLEY / R. HIRAKAWA,Toyota GR010 HYBRID,1,1,200,15:00:58,18,10.0,03:29.7,234.0,1
610,10,66,JMW Motorsport,T. NEUBAUER / L. PRETTE / G. PETROBELLI,Ferrari 488 GTE Evo,4,1,89,07:58:43,8,8.0,03:53.1,210.5,2
934,16,3,Cadillac Racing,S. BOURDAIS / R. VAN DER ZANDE / S. DIXON,Cadillac V-Series.R,1,1,216,16:05:04,20,12.0,03:28.3,235.5,1
243,4,60,Iron Lynx,C. SCHIAVONI / M. CRESSONI / A. PICARIELLO,Porsche 911 RSR - 19,4,1,28,02:20:55,2,8.0,03:51.4,212.0,1
983,16,923,Racing Team Turkey,S. YOLUC / T. GAMBLE / D. VANTHOOR,Oreca 07 - Gibson,2,2,87,07:50:02,10,9.0,03:37.6,225.4,2
169,3,24,Hendrick Motorsports,J. JOHNSON / M. ROCKENFELLER / J. BUTTON,Chevrolet Camaro ZL1,3,2,35,03:00:16,3,8.0,03:52.1,211.3,1
994,17,8,Toyota Gazoo Racing,S. BUEMI / B. HARTLEY / R. HIRAKAWA,Toyota GR010 HYBRID,1,1,233,17:03:18,21,10.0,03:29.7,234.0,1
492,8,16,Proton Competition,R. HARDWICK / Z. ROBICHON / J. HEYLEN,Porsche 911 RSR - 19,4,1,28,02:20:57,2,10.0,03:58.7,205.5,2
1353,22,66,JMW Motorsport,T. NEUBAUER / L. PRETTE / G. PETROBELLI,Ferrari 488 GTE Evo,4,1,89,07:58:43,8,8.0,03:53.1,210.5,2
444,8,93,Peugeot TotalEnergies,P. DI RESTA / M. JENSEN / J. VERGNE,Peugeot 9X8,1,1,102,08:07:31,10,10.0,03:30.1,233.5,1
504,9,5,Porsche Penske Motorsport,D. CAMERON / M. CHRISTENSEN / F. MAKOWIECKI,Porsche 963,1,1,111,09:05:24,12,9.0,03:30.1,233.5,1
1209,20,86,GR Racing,M. WAINWRIGHT / B. BARKER / R. PERA,Porsche 911 RSR - 19,4,1,253,20:02:26,21,184.0,03:51.7,211.7,1
989,16,55,GMB Motorsport,G. BIRCH / M. SARENSEN/ J. MALLER,Aston Martin Vantage AMR,4,1,21,01:45:27,2,17.0,03:56.2,207.7,2
378,7,50,Ferrari AF Corse,A. FUOCO / M. MOLINA / N. NIELSEN,Ferrari 499P,1,1,89,07:05:01,10,31.0,03:29.0,234.7,1
649,11,54,AF Corse,T. FLOHR / F. CASTELLACCI / D. RIGON,Ferrari 488 GTE Evo,4,1,129,11:04:02,12,8.0,03:52.1,211.3,1
1248,21,709,Glickenhaus Racing,F. MAILLEUX / N. BERTHON / E. GUTIERREZ,Glickenhaus 007,1,1,286,21:02:28,29,258.0,03:29.8,233.8,1
1009,17,31,Team WRT,S. GELAEL / F. HABSBURG / R. FRIJNS,Oreca 07 - Gibson,2,2,222,17:04:00,22,203.0,03:36.8,226.2,1
225,4,66,JMW Motorsport,T. NEUBAUER / L. PRETTE / G. PETROBELLI,Ferrari 488 GTE Evo,4,1,44,04:05:27,4,8.0,03:53.1,210.5,1
646,11,4,Floyd Vanwall Racing Team,T. DILLMANN / E. GUERRIERI / T. VAUTIER,Vanwall Vandervell 680,1,1,130,11:04:04,15,125.0,03:32.6,230.7,1
920,15,66,JMW Motorsport,T. NEUBAUER / L. PRETTE / G. PETROBELLI,Ferrari 488 GTE Evo,4,1,89,07:58:43,8,8.0,03:53.1,210.5,2
1484,24,55,GMB Motorsport,G. BIRCH / M. SARENSEN/ J. MALLER,Aston Martin Vantage AMR,4,1,21,01:45:27,2,17.0,03:56.2,207.7,2
638,11,10,Vector Sport,R. CULLEN / G. AUBRY / M. KAISER,Oreca 07 - Gibson,2,2,132,11:02:54,13,11.0,03:37.7,225.3,1
1277,21,74,Kessel Racing,K. COZZOLINO / Y. TSUJIKO / N. YOKOMIZO,Ferrari 488 GTE Evo,4,1,261,21:03:31,22,181.0,03:53.2,210.3,1
670,11,63,Prema Racing,D. PIN / D. KVYAT / M. BORTOLOTTI,Oreca 07 - Gibson,2,2,113,09:35:29,11,65.0,03:39.3,223.7,2
64,2,5,Porsche Penske Motorsport,D. CAMERON / M. CHRISTENSEN / F. MAKOWIECKI,Porsche 963,1,1,26,02:01:10,1,9.0,03:30.1,233.5,1
370,6,21,AF Corse,S. MANN / J. PIGUET / U. DE PAUW,Ferrari 488 GTE Evo,4,1,21,01:45:28,2,11.0,03:54.8,208.9,1
1137,19,35,Alpine Elf Team,A. NEGRAO / O. CALDWELL / M. ROJAS,Oreca 07 - Gibson,2,2,246,19:01:27,26,10.0,03:38.1,225.0,1
773,13,85,Iron Dames,S. BOVY / M. GATTING / R. FREY,Porsche 911 RSR - 19,4,1,158,13:04:43,12,10.0,03:54.9,208.9,1
329,6,9,Prema Racing,B. VISCAAL / J. CORREA / F. UGRAN,Oreca 07 - Gibson,2,2,72,06:04:27,8,10.0,03:37.8,225.2,1
633,11,30,Duqueine Team,N. JANI / R. BINDER / N. PINO,Oreca 07 - Gibson,2,2,133,11:03:07,16,11.0,03:39.0,223.9,1
9,1,38,Hertz Team JOTA,A. DA COSTA / W. STEVENS / Y. YE,Porsche 963,1,1,12,01:01:26,1,10.0,03:29.5,234.2,1
340,6,63,Prema Racing,D. PIN / D. KVYAT / M. BORTOLOTTI,Oreca 07 - Gibson,2,2,71,06:04:37,7,65.0,03:39.3,223.7,1
772,13,54,AF Corse,T. FLOHR / F. CASTELLACCI / D. RIGON,Ferrari 488 GTE Evo,4,1,158,13:04:05,14,8.0,03:52.1,211.3,1
963,16,25,ORT by TF,A. AL HARTHY / M. DINAN / C. EASTWOOD,Aston Martin Vantage AMR,4,1,199,16:05:06,18,29.0,03:52.8,210.7,1
179,3,43,DKR Engineering,T. VAN ROMPUY / U. DE WILDE / M. MARTIN,Oreca 07 - Gibson,2,2,31,02:33:01,4,13.0,03:38.4,224.6,1
265,5,23,United Autosports,J. PIERSON / T. BLOMQVIST / O. JARVIS,Oreca 07 - Gibson,2,2,58,05:07:23,6,10.0,03:37.7,225.3,1
1216,20,39,Graff Racing,R. LACORTE / G. VAN DER GARDE / P. PILET,Oreca 07 - Gibson,2,2,248,20:04:05,26,233.0,03:37.3,225.7,1
542,9,39,Graff Racing,R. LACORTE / G. VAN DER GARDE / P. PILET,Oreca 07 - Gibson,2,2,98,08:08:13,12,11.0,03:39.0,224.0,1
1242,21,2,Cadillac Racing,E. BAMBER / A. LYNN / R. WESTBROOK,Cadillac V-Series.R,1,1,292,21:01:22,25,263.0,03:28.0,235.9,1
1385,23,65,Panis Racing,M. MALDONADO / T. VAN DER HELM / J. VAN UITERT,Oreca 07 - Gibson,2,2,306,22:54:12,30,286.0,03:37.5,225.5,1
1349,22,77,Dempsey - Proton Racing,C. RIED / M. PEDERSEN / J. ANDLAUER,Porsche 911 RSR - 19,4,1,118,10:31:04,14,89.0,03:55.1,208.7,2
293,5,777,D'Station Racing,S. HOSHINO / C. STEVENSON / T. FUJII,Aston Martin Vantage AMR,4,1,55,05:07:16,5,9.0,03:55.1,208.6,1
596,10,63,Prema Racing,D. PIN / D. KVYAT / M. BORTOLOTTI,Oreca 07 - Gibson,2,2,113,09:35:29,11,65.0,03:39.3,223.7,1
723,12,37,COOL Racing,N. LAPIERRE / A. COIGNY / M. JAKOBSEN,Oreca 07 - Gibson,2,2,126,12:00:31,15,54.0,03:39.0,224.0,1
